Datapoint;Time;TimeDelta;Speed;SpeedDelta;SpeedAverage;Maxspeed;MaxspeedDelta;MaxspeedAverage;Angle;AngleDelta;Acceleration;AccelerationDelta;Distance;DistanceDelta
35479;1778.05;0.05;3.79;0.21;5.19;3.78;0.19;4.85;0.25;-0.00;4.28;0.37;9207.35;0.19
35480;1778.10;0.05;4.06;0.27;5.19;3.87;0.09;4.85;0.21;-0.05;5.08;0.80;9207.57;0.21
35481;1778.15;0.05;3.89;-0.16;5.19;3.66;-0.21;4.84;0.19;-0.02;-3.49;-8.57;9207.75;0.18
35482;1778.20;0.05;3.79;-0.11;5.19;3.85;0.19;4.84;0.19;0.00;-2.00;1.49;9207.95;0.20
35483;1778.25;0.05;3.98;0.20;5.19;4.09;0.24;4.84;0.20;0.00;4.02;6.02;9208.15;0.20
35484;1778.30;0.05;4.13;0.14;5.19;4.35;0.26;4.84;0.18;-0.01;2.90;-1.11;9208.35;0.20
35485;1778.35;0.05;4.25;0.12;5.19;4.59;0.24;4.84;0.17;-0.02;2.43;-0.48;9208.56;0.21
35486;1778.41;0.06;4.56;0.31;5.19;4.02;-0.57;4.84;0.13;-0.03;5.42;2.99;9208.83;0.26
35487;1778.45;0.04;4.42;-0.14;5.19;3.63;-0.39;4.84;0.12;-0.01;-3.68;-9.09;9209.00;0.17
35488;1778.50;0.06;4.18;-0.24;5.19;3.66;0.03;4.84;0.15;0.03;-4.30;-0.63;9209.23;0.23
35489;1778.55;0.05;3.89;-0.29;5.19;3.71;0.05;4.84;0.17;0.03;-6.28;-1.98;9209.41;0.18
35490;1778.60;0.05;3.98;0.10;5.19;3.97;0.26;4.84;0.20;0.02;1.94;8.22;9209.61;0.20
35491;1778.65;0.05;4.01;0.03;5.19;4.07;0.10;4.84;0.21;0.01;0.53;-1.40;9209.81;0.20
35492;1778.70;0.05;4.33;0.32;5.19;4.41;0.33;4.84;0.21;0.00;5.84;5.31;9210.05;0.24
35493;1778.75;0.05;4.63;0.30;5.19;4.57;0.17;4.84;0.20;-0.01;6.63;0.79;9210.26;0.21
35494;1778.80;0.05;4.69;0.06;5.19;4.17;-0.40;4.84;0.17;-0.03;1.19;-5.44;9210.49;0.23
35495;1778.85;0.05;4.33;-0.36;5.19;3.85;-0.33;4.84;0.15;-0.02;-6.75;-7.94;9210.72;0.23
35496;1778.90;0.05;4.10;-0.22;5.19;3.63;-0.22;4.84;0.16;0.01;-4.60;2.15;9210.92;0.20
35497;1778.95;0.05;4.00;-0.11;5.19;3.68;0.05;4.84;0.18;0.02;-2.16;2.44;9211.12;0.20
35498;1779.00;0.05;3.92;-0.08;5.19;3.94;0.26;4.84;0.21;0.03;-1.62;0.54;9211.31;0.19
35499;1779.05;0.05;4.07;0.15;5.19;4.19;0.25;4.84;0.22;0.01;3.01;4.63;9211.52;0.21
35500;1779.10;0.05;4.29;0.21;5.19;4.18;-0.01;4.84;0.19;-0.03;4.38;1.36;9211.73;0.21
35501;1779.15;0.05;4.20;-0.09;5.19;3.88;-0.29;4.84;0.15;-0.04;-1.67;-6.05;9211.94;0.21
35502;1779.20;0.05;3.95;-0.26;5.19;3.58;-0.31;4.84;0.15;0.00;-4.93;-3.26;9212.15;0.21
35503;1779.25;0.05;3.87;-0.08;5.19;3.72;0.14;4.84;0.16;0.01;-1.71;3.22;9212.33;0.18
35504;1779.30;0.05;3.89;0.02;5.19;3.99;0.26;4.84;0.20;0.03;0.47;2.19;9212.53;0.20
35505;1779.35;0.05;4.23;0.34;5.19;4.15;0.17;4.84;0.20;0.00;7.22;6.75;9212.73;0.20
35506;1779.40;0.05;4.22;-0.01;5.19;4.43;0.28;4.84;0.17;-0.03;-0.26;-7.48;9212.95;0.22
35507;1779.45;0.05;4.53;0.31;5.19;4.44;0.01;4.84;0.14;-0.03;6.21;6.47;9213.17;0.23
35508;1779.50;0.05;4.36;-0.16;5.19;3.60;-0.83;4.84;0.11;-0.03;-3.23;-9.44;9213.39;0.22
35509;1779.55;0.05;4.11;-0.26;5.19;3.62;0.02;4.84;0.12;0.02;-5.01;-1.79;9213.60;0.21
35510;1779.61;0.06;3.93;-0.18;5.19;3.76;0.13;4.84;0.16;0.04;-3.14;1.88;9213.82;0.22
35511;1779.65;0.04;3.89;-0.04;5.19;3.88;0.13;4.84;0.19;0.03;-0.92;2.22;9213.99;0.17
35512;1779.71;0.06;3.96;0.06;5.19;4.11;0.23;4.84;0.22;0.03;1.06;1.97;9214.23;0.24
35513;1779.75;0.04;4.21;0.26;5.19;4.35;0.25;4.84;0.22;-0.01;6.30;5.24;9214.40;0.17
35514;1779.80;0.05;4.67;0.45;5.19;4.61;0.25;4.84;0.20;-0.02;9.25;2.95;9214.63;0.23
35515;1779.85;0.05;4.75;0.08;5.19;4.36;-0.25;4.84;0.16;-0.04;1.69;-7.56;9214.86;0.23
35516;1779.90;0.05;4.50;-0.25;5.19;4.00;-0.36;4.84;0.13;-0.03;-5.00;-6.69;9215.09;0.22
35517;1779.95;0.05;4.20;-0.30;5.19;3.76;-0.24;4.84;0.15;0.02;-5.98;-0.99;9215.30;0.21
35518;1780.00;0.05;4.07;-0.13;5.19;3.89;0.14;4.84;0.18;0.04;-2.57;3.41;9215.50;0.20
35519;1780.05;0.05;3.99;-0.08;5.19;4.14;0.25;4.84;0.23;0.04;-1.61;0.96;9215.70;0.20
35520;1780.11;0.06;4.33;0.34;5.19;4.39;0.26;4.84;0.24;0.02;5.99;7.61;9215.95;0.25
35521;1780.15;0.05;4.57;0.23;5.19;4.64;0.25;4.84;0.25;0.00;5.17;-0.82;9216.15;0.21
35522;1780.20;0.05;4.72;0.15;5.19;3.91;-0.74;4.84;0.23;-0.02;3.14;-2.04;9216.38;0.23
35523;1780.25;0.05;4.52;-0.20;5.19;3.68;-0.23;4.84;0.16;-0.06;-3.98;-7.12;9216.61;0.22
35524;1780.30;0.05;4.28;-0.24;5.19;3.66;-0.02;4.84;0.12;-0.04;-4.87;-0.89;9216.82;0.21
35525;1780.35;0.05;3.92;-0.36;5.19;3.71;0.05;4.84;0.12;0.00;-6.94;-2.06;9217.02;0.20
35526;1780.40;0.05;3.96;0.04;5.19;3.87;0.16;4.84;0.14;0.02;0.85;7.79;9217.21;0.19
35527;1780.45;0.05;4.09;0.13;5.19;4.20;0.33;4.84;0.17;0.03;2.51;1.66;9217.43;0.21
35528;1780.50;0.05;4.29;0.20;5.19;4.46;0.26;4.84;0.15;-0.02;4.11;1.60;9217.63;0.21
35529;1780.55;0.05;4.64;0.35;5.19;4.71;0.25;4.84;0.16;0.01;6.76;2.66;9217.87;0.24
35530;1780.60;0.05;4.71;0.07;5.19;4.96;0.25;4.84;0.11;-0.05;1.36;-5.40;9218.10;0.23
35531;1780.65;0.05;4.99;0.28;5.19;5.21;0.25;4.84;0.07;-0.04;5.61;4.25;9218.35;0.25
35532;1780.70;0.05;5.28;0.30;5.19;5.46;0.25;4.84;0.06;-0.02;5.94;0.33;9218.61;0.26
35533;1780.75;0.05;5.48;0.20;5.19;5.72;0.26;4.84;0.06;0.00;3.76;-2.18;9218.90;0.28
35534;1780.82;0.07;5.86;0.38;5.19;5.96;0.24;4.84;0.03;-0.02;5.76;2.01;9219.28;0.39
35535;1780.85;0.04;6.05;0.19;5.19;6.21;0.25;4.84;0.03;-0.01;5.23;-0.53;9219.50;0.22
35536;1780.90;0.05;6.28;0.23;5.19;6.38;0.17;4.84;0.03;-0.00;4.97;-0.27;9219.79;0.29
35537;1780.95;0.05;6.50;0.22;5.19;6.65;0.27;4.84;0.01;-0.02;4.39;-0.58;9220.12;0.32
35538;1781.00;0.05;6.76;0.26;5.19;6.98;0.33;4.84;0.02;0.01;5.10;0.71;9220.46;0.34
35539;1781.05;0.05;6.96;0.21;5.19;7.15;0.17;4.84;0.02;0.01;4.21;-0.89;9220.80;0.34
35540;1781.10;0.05;7.09;0.12;5.19;7.41;0.26;4.84;0.00;-0.02;2.31;-1.90;9221.18;0.38
35541;1781.15;0.05;7.33;0.25;5.19;7.71;0.30;4.84;0.01;0.00;5.05;2.74;9221.54;0.36
35542;1781.20;0.05;7.65;0.32;5.19;7.86;0.15;4.84;0.01;0.01;6.82;1.77;9221.90;0.36
35543;1781.25;0.05;7.93;0.28;5.19;8.13;0.27;4.84;-0.01;-0.02;5.52;-1.30;9222.30;0.40
35544;1781.30;0.05;8.08;0.15;5.19;8.40;0.27;4.84;-0.00;0.01;2.98;-2.54;9222.71;0.41
35545;1781.35;0.05;8.29;0.21;5.19;8.64;0.25;4.84;0.01;0.01;3.96;0.98;9223.14;0.43
35546;1781.40;0.05;8.60;0.31;5.19;8.90;0.26;4.84;-0.02;-0.03;5.92;1.96;9223.59;0.45
35547;1781.45;0.05;8.80;0.20;5.19;9.15;0.25;4.85;-0.02;0.00;4.43;-1.48;9223.99;0.40
35548;1781.50;0.05;9.13;0.34;5.19;9.42;0.28;4.85;0.00;0.02;6.73;2.30;9224.44;0.46
35549;1781.55;0.05;9.36;0.23;5.19;9.69;0.27;4.85;0.01;0.00;4.25;-2.48;9224.94;0.50
35550;1781.60;0.05;9.60;0.24;5.19;9.94;0.24;4.85;0.00;-0.01;4.84;0.59;9225.42;0.48
35551;1781.65;0.05;9.74;0.14;5.19;9.96;0.02;4.85;0.00;0.00;3.06;-1.78;9225.88;0.46
35552;1781.70;0.05;9.86;0.12;5.19;9.48;-0.48;4.85;-0.00;-0.01;2.23;-0.83;9226.39;0.51
35553;1781.75;0.05;9.57;-0.29;5.19;9.04;-0.44;4.85;-0.00;0.00;-6.05;-8.28;9226.85;0.46
35554;1781.80;0.05;9.34;-0.22;5.19;8.53;-0.51;4.85;0.00;0.00;-4.41;1.65;9227.32;0.48
35555;1781.85;0.05;9.12;-0.22;5.19;7.61;-0.91;4.85;-0.00;-0.00;-4.14;0.26;9227.81;0.48
35556;1781.90;0.05;8.91;-0.21;5.19;7.02;-0.59;4.85;-0.01;-0.00;-4.52;-0.38;9228.23;0.42
35557;1781.95;0.05;8.55;-0.37;5.19;6.57;-0.46;4.85;-0.01;-0.01;-7.18;-2.66;9228.66;0.44
35558;1782.00;0.05;8.46;-0.08;5.19;6.15;-0.42;4.85;-0.02;-0.01;-1.70;5.48;9229.07;0.41
35559;1782.06;0.06;8.15;-0.31;5.19;5.79;-0.36;4.85;-0.03;-0.01;-5.68;-3.98;9229.52;0.45
35560;1782.10;0.05;7.98;-0.17;5.19;5.46;-0.33;4.85;-0.05;-0.02;-3.45;2.24;9229.91;0.39
35561;1782.15;0.05;7.80;-0.18;5.19;5.19;-0.27;4.85;-0.07;-0.02;-4.00;-0.55;9230.27;0.36
35562;1782.20;0.05;7.52;-0.27;5.19;4.95;-0.24;4.85;-0.09;-0.02;-5.48;-1.49;9230.64;0.38
35563;1782.26;0.06;7.24;-0.28;5.19;4.84;-0.11;4.85;-0.10;-0.01;-4.91;0.57;9231.06;0.42
35564;1782.30;0.04;6.99;-0.25;5.19;4.75;-0.09;4.85;-0.14;-0.04;-5.87;-0.96;9231.36;0.29
35565;1782.35;0.05;6.70;-0.29;5.19;4.65;-0.10;4.85;-0.17;-0.03;-5.80;0.07;9231.69;0.34
35566;1782.40;0.05;6.73;0.02;5.19;4.51;-0.14;4.85;-0.20;-0.03;0.45;6.25;9232.03;0.34
35567;1782.45;0.05;6.39;-0.34;5.19;3.99;-0.52;4.85;-0.22;-0.02;-6.71;-7.16;9232.35;0.32
35568;1782.50;0.05;6.05;-0.34;5.19;3.94;-0.05;4.85;-0.25;-0.03;-7.03;-0.33;9232.65;0.30
35569;1782.55;0.05;5.90;-0.15;5.19;4.17;0.23;4.85;-0.28;-0.04;-2.95;4.09;9232.95;0.29
35570;1782.60;0.05;5.42;-0.48;5.19;4.19;0.02;4.85;-0.31;-0.03;-9.54;-6.59;9233.22;0.27
35571;1782.65;0.05;5.31;-0.11;5.19;3.96;-0.23;4.85;-0.35;-0.03;-2.18;7.36;9233.49;0.27
35572;1782.70;0.05;5.02;-0.29;5.19;3.83;-0.13;4.85;-0.37;-0.02;-5.68;-3.50;9233.74;0.26
35573;1782.76;0.05;4.76;-0.26;5.19;4.01;0.18;4.85;-0.41;-0.04;-4.88;0.80;9234.00;0.26
35574;1782.81;0.05;4.59;-0.17;5.19;3.96;-0.05;4.85;-0.47;-0.06;-3.32;1.56;9234.23;0.23
35575;1782.85;0.04;4.44;-0.15;5.19;3.94;-0.02;4.85;-0.51;-0.04;-3.45;-0.13;9234.43;0.20
35576;1782.90;0.05;4.11;-0.33;5.19;3.22;-0.73;4.85;-0.59;-0.08;-6.19;-2.74;9234.64;0.22
35577;1782.95;0.05;4.10;-0.01;5.19;3.08;-0.14;4.85;-0.63;-0.04;-0.24;5.96;9234.84;0.20
35578;1783.00;0.05;3.72;-0.38;5.19;3.08;0.00;4.85;-0.67;-0.04;-7.82;-7.58;9235.03;0.18
35579;1783.05;0.05;3.51;-0.20;5.19;3.08;0.00;4.85;-0.73;-0.05;-4.13;3.69;9235.20;0.17
35580;1783.10;0.05;3.24;-0.27;5.19;3.08;0.00;4.85;-0.78;-0.05;-5.27;-1.14;9235.36;0.17
35581;1783.15;0.05;3.24;-0.01;5.19;3.08;0.00;4.85;-0.82;-0.04;-0.19;5.08;9235.53;0.16
35582;1783.20;0.05;3.14;-0.10;5.19;3.08;0.00;4.85;-0.87;-0.05;-1.99;-1.80;9235.68;0.15
35583;1783.25;0.05;3.11;-0.03;5.19;3.08;0.00;4.85;-0.89;-0.03;-0.51;1.48;9235.83;0.16
35584;1783.30;0.05;3.17;0.05;5.19;3.08;0.00;4.85;-0.91;-0.02;1.06;1.56;9235.99;0.16
35585;1783.35;0.05;3.35;0.19;5.19;3.08;0.00;4.85;-0.87;0.04;3.75;2.70;9236.16;0.17
35586;1783.41;0.06;3.02;-0.34;5.19;3.08;0.00;4.85;-0.79;0.08;-5.82;-9.58;9236.34;0.18
35587;1783.45;0.05;3.32;0.31;5.19;3.08;0.00;4.85;-0.72;0.07;6.82;12.64;9236.49;0.15
35588;1783.50;0.05;2.93;-0.40;5.19;3.20;0.12;4.85;-0.55;0.17;-8.46;-15.28;9236.62;0.14
35589;1783.55;0.05;3.21;0.28;5.19;3.20;0.00;4.85;-0.41;0.14;5.53;13.99;9236.79;0.16
35590;1783.62;0.07;3.24;0.03;5.19;3.26;0.05;4.85;-0.28;0.13;0.37;-5.16;9237.03;0.24
35591;1783.65;0.03;3.34;0.11;5.19;3.25;-0.00;4.85;-0.24;0.04;4.08;3.71;9237.11;0.09
35592;1783.70;0.05;3.34;0.00;5.19;3.21;-0.04;4.85;-0.20;0.04;0.03;-4.05;9237.28;0.16
35593;1783.76;0.06;3.21;-0.14;5.19;3.20;-0.01;4.85;-0.17;0.03;-2.35;-2.38;9237.46;0.19
35594;1783.80;0.05;3.24;0.03;5.19;3.22;0.02;4.85;-0.17;0.00;0.71;3.06;9237.61;0.15
35595;1783.85;0.05;3.29;0.05;5.19;3.27;0.05;4.85;-0.17;0.00;1.10;0.39;9237.77;0.16
35596;1783.90;0.05;3.29;0.00;5.19;3.18;-0.09;4.84;-0.17;-0.00;0.01;-1.09;9237.94;0.17
35597;1783.95;0.05;3.19;-0.10;5.19;3.18;0.00;4.84;-0.17;-0.00;-2.10;-2.11;9238.09;0.15
35598;1784.00;0.05;3.30;0.10;5.19;3.28;0.10;4.84;-0.20;-0.02;2.08;4.18;9238.26;0.16
35599;1784.05;0.05;3.48;0.19;5.19;3.45;0.18;4.84;-0.22;-0.03;3.78;1.69;9238.43;0.17
35600;1784.10;0.05;3.72;0.24;5.19;3.58;0.13;4.84;-0.27;-0.04;4.80;1.02;9238.62;0.19
35601;1784.15;0.05;3.75;0.02;5.19;3.60;0.01;4.84;-0.24;0.02;0.49;-4.31;9238.80;0.18
35602;1784.20;0.05;3.75;0.01;5.19;3.78;0.18;4.84;-0.23;0.01;0.16;-0.33;9238.99;0.19
35603;1784.25;0.05;3.94;0.19;5.19;4.11;0.33;4.84;-0.19;0.04;3.82;3.66;9239.19;0.20
35604;1784.30;0.05;4.31;0.36;5.19;4.28;0.16;4.84;-0.16;0.03;7.40;3.58;9239.40;0.21
35605;1784.35;0.05;4.44;0.13;5.19;4.53;0.25;4.84;-0.12;0.04;2.51;-4.88;9239.63;0.23
35606;1784.40;0.05;4.64;0.20;5.19;4.78;0.26;4.84;-0.09;0.03;4.12;1.61;9239.85;0.23
35607;1784.45;0.05;4.94;0.31;5.19;5.05;0.26;4.84;-0.04;0.05;6.11;1.98;9240.10;0.25
35608;1784.50;0.05;5.12;0.18;5.19;5.29;0.24;4.84;-0.04;-0.00;3.47;-2.64;9240.37;0.27
35609;1784.55;0.05;5.31;0.18;5.19;5.54;0.26;4.84;-0.05;-0.01;3.61;0.14;9240.64;0.27
35610;1784.60;0.05;5.54;0.23;5.19;5.72;0.18;4.84;-0.04;0.01;4.95;1.34;9240.90;0.26
35611;1784.65;0.05;5.74;0.20;5.19;5.96;0.24;4.84;-0.03;0.01;4.00;-0.95;9241.19;0.29
35612;1784.70;0.05;6.00;0.26;5.19;6.29;0.33;4.84;-0.04;-0.01;5.30;1.31;9241.48;0.29
35613;1784.75;0.05;6.38;0.38;5.19;6.54;0.25;4.84;-0.04;-0.01;7.42;2.11;9241.81;0.33
35614;1784.80;0.05;6.56;0.18;5.19;6.71;0.17;4.84;-0.05;-0.01;3.59;-3.83;9242.14;0.33
35615;1784.86;0.06;6.72;0.16;5.19;7.06;0.34;4.84;-0.06;-0.02;2.59;-0.99;9242.54;0.40
35616;1784.90;0.04;7.10;0.38;5.19;7.22;0.16;4.85;-0.06;0.00;9.84;7.24;9242.82;0.28
35617;1784.95;0.05;7.20;0.10;5.19;7.47;0.25;4.85;-0.04;0.03;1.93;-7.91;9243.19;0.37
35618;1785.00;0.05;7.35;0.15;5.19;6.76;-0.71;4.85;0.01;0.04;3.11;1.18;9243.55;0.36
35619;1785.05;0.05;7.18;-0.17;5.19;6.27;-0.49;4.85;0.03;0.03;-3.35;-6.45;9243.91;0.37
35620;1785.10;0.05;6.86;-0.32;5.19;6.05;-0.22;4.85;0.01;-0.02;-6.44;-3.09;9244.25;0.34
35621;1785.15;0.05;6.62;-0.24;5.19;6.08;0.03;4.85;0.04;0.02;-4.81;1.63;9244.59;0.33
35622;1785.20;0.05;6.46;-0.16;5.19;5.96;-0.12;4.85;0.07;0.04;-3.03;1.77;9244.92;0.34
35623;1785.26;0.05;6.39;-0.07;5.19;5.77;-0.19;4.85;0.08;0.01;-1.27;1.76;9245.25;0.33
35624;1785.30;0.04;6.15;-0.25;5.19;5.42;-0.36;4.85;0.09;0.00;-5.60;-4.32;9245.52;0.27
35625;1785.35;0.05;5.91;-0.24;5.19;5.15;-0.27;4.85;0.07;-0.02;-4.54;1.06;9245.83;0.31
35626;1785.40;0.05;5.71;-0.20;5.19;4.92;-0.22;4.85;0.06;-0.01;-4.02;0.52;9246.11;0.28
35627;1785.45;0.05;5.41;-0.31;5.19;4.69;-0.23;4.85;0.03;-0.02;-5.80;-1.78;9246.40;0.29
35628;1785.51;0.05;5.12;-0.29;5.19;4.68;-0.01;4.85;0.01;-0.02;-5.36;0.44;9246.67;0.28
35629;1785.55;0.04;4.94;-0.18;5.19;4.69;0.01;4.85;-0.01;-0.02;-4.05;1.31;9246.90;0.22
35630;1785.60;0.05;4.78;-0.15;5.19;4.70;0.01;4.85;-0.04;-0.03;-3.10;0.95;9247.13;0.23
35631;1785.65;0.05;4.67;-0.11;5.19;4.62;-0.08;4.85;-0.07;-0.03;-2.24;0.86;9247.36;0.23
35632;1785.70;0.05;4.65;-0.03;5.19;4.51;-0.11;4.85;-0.09;-0.03;-0.52;1.73;9247.60;0.24
35633;1785.75;0.05;4.48;-0.17;5.19;3.99;-0.52;4.85;-0.11;-0.02;-3.29;-2.78;9247.83;0.23
35634;1785.80;0.05;4.17;-0.30;5.19;3.78;-0.21;4.85;-0.12;-0.01;-6.42;-3.13;9248.03;0.20
35635;1785.85;0.05;4.05;-0.13;5.19;3.89;0.11;4.85;-0.14;-0.02;-2.50;3.92;9248.24;0.21
35636;1785.90;0.05;4.01;-0.04;5.19;4.14;0.26;4.85;-0.17;-0.03;-0.80;1.70;9248.43;0.19
35637;1785.95;0.05;4.16;0.15;5.19;4.38;0.24;4.85;-0.18;-0.01;3.06;3.86;9248.64;0.21
35638;1786.00;0.05;4.56;0.40;5.19;4.22;-0.17;4.85;-0.16;0.02;8.01;4.95;9248.87;0.23
35639;1786.05;0.05;4.27;-0.30;5.19;3.94;-0.27;4.85;-0.14;0.02;-5.92;-13.93;9249.08;0.21
35640;1786.10;0.05;4.06;-0.20;5.19;3.73;-0.21;4.85;-0.13;0.00;-4.08;1.84;9249.28;0.20
35641;1786.15;0.05;3.93;-0.13;5.19;3.74;0.00;4.85;-0.15;-0.02;-2.66;1.43;9249.48;0.20
35642;1786.21;0.06;4.00;0.07;5.19;4.06;0.33;4.85;-0.19;-0.04;1.17;3.82;9249.71;0.23
35643;1786.25;0.04;4.16;0.16;5.19;4.23;0.17;4.85;-0.20;-0.01;3.73;2.57;9249.89;0.18
35644;1786.30;0.05;4.27;0.11;5.19;4.47;0.24;4.85;-0.19;0.01;2.28;-1.46;9250.10;0.20
35645;1786.35;0.05;4.52;0.25;5.19;3.98;-0.48;4.85;-0.14;0.05;4.63;2.35;9250.34;0.24
35646;1786.40;0.05;4.24;-0.28;5.19;3.83;-0.16;4.85;-0.12;0.02;-5.67;-10.31;9250.54;0.21
35647;1786.45;0.05;4.11;-0.13;5.19;3.85;0.02;4.84;-0.13;-0.01;-2.65;3.03;9250.74;0.20
35648;1786.50;0.05;4.12;0.01;5.19;4.15;0.31;4.84;-0.18;-0.05;0.22;2.86;9250.95;0.21
35649;1786.56;0.06;4.42;0.30;5.19;4.40;0.25;4.84;-0.19;-0.01;5.39;5.17;9251.20;0.25
35650;1786.60;0.05;4.30;-0.13;5.19;4.57;0.17;4.84;-0.19;0.00;-2.82;-8.21;9251.39;0.19
35651;1786.65;0.05;4.67;0.38;5.19;3.98;-0.59;4.84;-0.18;0.01;7.29;10.11;9251.63;0.24
35652;1786.70;0.05;4.52;-0.16;5.19;3.74;-0.24;4.84;-0.13;0.05;-3.29;-10.58;9251.85;0.22
35653;1786.75;0.05;4.31;-0.21;5.19;3.74;-0.00;4.84;-0.13;0.01;-4.15;-0.86;9252.06;0.22
35654;1786.80;0.05;3.94;-0.36;5.19;3.93;0.19;4.84;-0.13;-0.01;-7.29;-3.14;9252.26;0.20
35655;1786.85;0.05;4.02;0.08;5.19;4.18;0.25;4.84;-0.18;-0.04;1.63;8.92;9252.46;0.20
35656;1786.91;0.06;4.29;0.27;5.19;4.44;0.26;4.84;-0.18;-0.00;4.57;2.94;9252.71;0.25
35657;1786.95;0.04;4.62;0.33;5.19;4.69;0.25;4.84;-0.14;0.04;7.62;3.06;9252.91;0.20
35658;1787.00;0.05;4.86;0.23;5.19;4.86;0.17;4.84;-0.11;0.03;4.86;-2.76;9253.14;0.23
35659;1787.05;0.05;4.90;0.04;5.19;5.10;0.25;4.84;-0.10;0.01;0.84;-4.03;9253.40;0.26
35660;1787.11;0.05;5.28;0.38;5.19;5.44;0.33;4.84;-0.07;0.03;7.23;6.39;9253.68;0.27
35661;1787.15;0.05;5.45;0.18;5.19;5.61;0.17;4.84;-0.07;0.00;3.94;-3.29;9253.92;0.25
35662;1787.20;0.05;5.77;0.32;5.19;5.86;0.25;4.84;-0.05;0.01;6.34;2.40;9254.21;0.29
35663;1787.25;0.05;5.92;0.15;5.19;6.02;0.16;4.84;-0.04;0.01;2.90;-3.44;9254.51;0.30
35664;1787.30;0.05;6.25;0.34;5.19;6.29;0.27;4.84;-0.02;0.02;6.71;3.80;9254.82;0.31
35665;1787.35;0.05;6.38;0.13;5.19;6.61;0.32;4.85;0.01;0.03;2.37;-4.34;9255.16;0.34
35666;1787.40;0.05;6.72;0.35;5.19;6.87;0.26;4.85;0.03;0.02;7.08;4.71;9255.49;0.33
35667;1787.45;0.05;6.96;0.24;5.19;7.11;0.24;4.85;0.04;0.01;4.72;-2.36;9255.84;0.36
35668;1787.50;0.05;7.08;0.12;5.19;6.70;-0.41;4.85;0.07;0.03;2.47;-2.24;9256.18;0.33
35669;1787.55;0.05;6.78;-0.30;5.19;6.05;-0.64;4.85;0.05;-0.02;-6.00;-8.47;9256.51;0.34
35670;1787.61;0.06;6.55;-0.23;5.19;5.82;-0.23;4.85;0.03;-0.03;-3.99;2.01;9256.89;0.38
35671;1787.65;0.04;6.33;-0.22;5.19;5.38;-0.44;4.85;-0.00;-0.03;-5.03;-1.04;9257.17;0.28
35672;1787.70;0.05;6.13;-0.20;5.19;5.40;0.02;4.85;-0.03;-0.02;-4.17;0.86;9257.47;0.29
35673;1787.75;0.05;6.00;-0.13;5.19;5.57;0.17;4.85;0.00;0.03;-2.69;1.48;9257.76;0.29
35674;1787.80;0.06;5.84;-0.15;5.19;5.90;0.33;4.85;0.03;0.02;-2.80;-0.11;9258.08;0.32
35675;1787.85;0.05;6.06;0.21;5.19;6.07;0.17;4.85;0.06;0.03;4.56;7.36;9258.36;0.28
35676;1787.90;0.05;6.33;0.27;5.19;6.34;0.28;4.85;0.06;0.01;5.41;0.84;9258.68;0.32
35677;1787.95;0.05;6.32;-0.01;5.19;5.87;-0.48;4.85;0.02;-0.04;-0.13;-5.54;9259.00;0.32
35678;1788.02;0.07;6.17;-0.15;5.19;5.90;0.03;4.85;0.01;-0.01;-2.26;-2.13;9259.41;0.41
35679;1788.06;0.04;6.11;-0.06;5.19;6.05;0.15;4.85;-0.01;-0.03;-1.57;0.69;9259.65;0.24
35680;1788.10;0.04;6.38;0.27;5.19;6.30;0.25;4.85;-0.03;-0.02;6.09;7.65;9259.93;0.28
35681;1788.15;0.05;6.50;0.12;5.19;6.55;0.25;4.85;-0.00;0.03;2.26;-3.82;9260.27;0.34
35682;1788.21;0.06;6.66;0.16;5.19;6.89;0.34;4.85;-0.02;-0.02;2.72;0.45;9260.66;0.39
35683;1788.25;0.04;6.91;0.26;5.19;7.06;0.17;4.85;-0.05;-0.04;6.77;4.05;9260.93;0.26
35684;1788.30;0.05;7.25;0.34;5.19;7.33;0.27;4.85;-0.08;-0.03;6.65;-0.12;9261.30;0.37
35685;1788.35;0.05;7.37;0.11;5.19;7.58;0.25;4.85;-0.07;0.01;2.23;-4.42;9261.67;0.38
35686;1788.40;0.05;7.74;0.37;5.19;7.83;0.25;4.85;-0.04;0.03;7.33;5.10;9262.07;0.39
35687;1788.45;0.05;7.82;0.08;5.19;8.08;0.26;4.85;0.00;0.04;1.77;-5.56;9262.43;0.37
35688;1788.50;0.05;8.14;0.31;5.19;8.33;0.25;4.85;0.02;0.02;6.15;4.38;9262.85;0.41
35689;1788.55;0.05;8.33;0.20;5.19;8.58;0.25;4.85;-0.00;-0.02;3.91;-2.24;9263.27;0.42
35690;1788.60;0.05;8.56;0.23;5.19;8.83;0.25;4.85;-0.02;-0.01;4.57;0.66;9263.70;0.44
35691;1788.65;0.05;8.75;0.18;5.19;9.00;0.17;4.85;-0.01;0.00;3.73;-0.84;9264.13;0.43
35692;1788.70;0.05;9.03;0.28;5.19;9.35;0.35;4.85;-0.01;0.00;5.60;1.86;9264.58;0.45
35693;1788.75;0.05;9.34;0.31;5.19;9.60;0.25;4.85;-0.02;-0.01;6.34;0.75;9265.04;0.46
35694;1788.80;0.05;9.52;0.18;5.19;9.76;0.16;4.85;-0.01;0.01;3.41;-2.93;9265.53;0.49
35695;1788.85;0.05;9.81;0.29;5.19;10.02;0.26;4.85;-0.01;0.00;5.83;2.42;9266.02;0.49
35696;1788.91;0.05;10.07;0.26;5.19;10.37;0.34;4.85;0.00;0.01;4.73;-1.10;9266.58;0.55
